HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V
16689,"3,578571","6,843291","9,24","18,57","-50,69","9,58","0,681"
13530,"2,904225","13,331008","9,25","-20,32","-127,25","8,74","0,829"
13510,"2,900032","4,448303","9,26","3,15","-5,28","11,57","0,579"
19271,"4,130860","5,692708","9,27","-5,76","-80,28","9,61","0,602"
20597,"4,411671","10,046659","9,31","23,43","-51,52","7,22","0,21"
13543,"2,906975","9,772817","9,35","21,11","-4,8","9,6","0,585"
20845,"4,467488","10,072161","9,35","-19,6","-19,27","7,46","0,22"
24693,"5,296140","13,639929","9,35","30,19","6,79","8,38","0,405"
19036,"4,077664","17,517598","9,37","-44,79","7,99","6,64","1,118"
19358,"4,147084","17,291657","9,37","14,44","-40,14","7,64","0,156"
25033,"5,360810","10,327105","9,37","7,63","-12,92","9,23","0,751"
27116,"5,750358","12,888332","9,38","-19,76","-13,51","6,47","0,234"
17408,"3,729781","19,665032","9,39","115,75","-56,56","6,13","0,994"
21751,"4,670197","16,398650","9,39","-9,63","-3,8","9,7","0,491"
22548,"4,853292","9,916300","9,41","-38,74","-9,55","9,8","0,643"
15928,"3,419610","12,485374","9,42","33,82","-31,01","7,42","0,277"
21194,"4,544290","12,216408","9,42","-67,09","-150,2","10,93","0,759"
26555,"5,646616","8,038314","9,42","-14,47","-3,12","8,57","0,235"
24249,"5,205664","11,362924","9,45","18,33","-4,87","8,67","0,406"
26126,"5,571326","3,766895","9,45","-29,35","-15,82","5,32","0,051"
19284,"4,133171","17,339897","9,46","7,66","-10,06","5,89","1,497"
21735,"4,667616","12,197609","9,46","-1,29","-12,98","5,45","-0,121"
13940,"2,993051","5,685513","9,47","-58,97","-86,23","12,1","1,211"
14821,"3,189422","13,047845","9,47","-15,66","17,08","6,11","1,038"
25790,"5,507268","15,360449","9,47","-13,48","-38,58","5,93","0,103"
13687,"2,938192","5,998688","9,48","11,77","-12,19",9,"0,609"
17401,"3,728204","23,649150","9,48","20,36","-45,1","7,93","0,347"
19586,"4,197592","24,430797","9,48","31,88","-32,74","8,93","0,438"
26157,"5,576438","17,140369","9,49","-39,41","-72,02","9,01","0,751"
16440,"3,528454","23,649545","9,52","55,49","40,92","8,07","0,476"
17142,"3,671022","7,585276","9,52","-58,78","-42,32","7,45","0,309"
14716,"3,168486","9,816286","9,56","-12,37","-28,61","10,95","0,642"
21684,"4,654872","11,265070","9,56","84,37","-58,8","9,68","0,72"
19072,"4,087606","23,797222","9,57","-0,79","-14,19","8,26","0,498"
14929,"3,209142","18,943572","9,58","12,22","-22,94","8,42","0,526"
16095,"3,455188","12,735289","9,58","11,44","-7,54","6,29","-0,025"
15110,"3,248360","21,044441","9,59","-29,83","-77,15","4,87","-0,007"
27347,"5,792374","15,714408","9,59","3,86","-150,22","8,3","0,858"
25848,"5,517885","23,209660","9,61","7,5","-38,97","9,17","0,649"
25975,"5,543249","15,958177","9,61","6,39","-3,19","10,45","0,542"
22306,"4,804350","23,763226","9,62","104,74","-167,97","10,19","0,696"
17776,"3,805782","23,421250","9,64","19,14","-46,8","5,44","-0,067"
18504,"3,957022","12,962699","9,64","18,05","22,81","9,56","0,557"
19187,"4,112298","17,663433","9,64","35,87","-25,72","8,44","0,502"
22893,"4,923966","10,208272","9,66","56,84","-19,85","9,16","0,543"
17572,"3,763560","23,147149","9,68","21,06","-44,49","6,85","0,06"
17595,"3,769267","6,803521","9,68","-1,82","-55,42","5,91","0,992"
18544,"3,967137","20,676803","9,68","20,59","-49,46","9,4","0,518"
24591,"5,275070","14,146877","9,68","1,69","-9,62","9,25","0,467"
27377,"5,798577","7,960401","9,68","-37,2","-7,06","7,63","0,702"
18220,"3,895928","13,505013","9,72","65,2","-7,31","8,25","0,498"
17916,"3,831278","4,091464","9,73","-128,56","-25,79","9,87","0,658"
17489,"3,746727","24,289470","9,75","20,73",-44,"5,45","-0,034"
17497,"3,747566","23,268923","9,76","22,71","-43,67","8,98","0,403"
18528,"3,962385","5,738782","9,76","20,65","-29,69","7,82","0,504"
23227,"4,998103","16,829417","9,76","37,61","4,73","9,32","0,877"
15153,"3,255201","14,303084","9,77","11,85","-28,15",8,"0,615"
27549,"5,834079","9,871218","9,77","14,82","-1,68","5,79","0,876"
19420,"4,159164","17,499374","9,81","36,08","-22,96","9,11","0,518"
17999,"3,847896","23,961470","9,83","16,8","-45,76","6,95","0,078"
17694,"3,789694","22,922122","9,87","19,74","-45,2","8,17","0,255"
21332,"4,578391","17,748186","9,87","67,96","-33,24","7,91","0,411"
21453,"4,606880","13,122642","9,87","-8,18","-11,75","10,7","0,448"
19411,"4,157562","6,725050","9,88","26,97","-56,72","6,74","0,098"
21246,"4,558023","24,279311","9,9","24,57","-18,36","7,79","0,32"
22708,"4,883108","11,263688","9,92","-15,78","-113,08",10,"0,665"
14702,"3,165664","6,704822","9,95","109,46","-57,2","8,16","0,761"
28663,"6,052401","14,365110","9,96","8,17","-64,66","8,3","0,491"
17091,"3,661438","23,290875","9,97","23,15","-46,14","9,94","0,608"
16753,"3,592138","22,823588","9,98","23,92","-44,12","9,86","0,54"
23621,"5,078279","14,859030","9,98","2,92","-30,31","6,78","0,139"
20136,"4,316997","21,299337","9,99","37,36","-40,48","8,2","0,45"
21868,"4,701625","23,060170","9,99","-0,43","-15,44","8,94","0,505"
17511,"3,749701","22,032454",10,"18,31","-42,76","9,49","0,489"
17837,"3,816723","21,342187","10,02","-11,79","0,59","8,11","0,528"
13932,"2,991862","6,339655","10,04","3,15","-29,88","9,33","0,472"
27266,"5,779381","20,173559","10,05",-33,"-11,64","7,61","0,377"
23938,"5,144234","13,966369","10,06","14,6","-29,3","8,92","0,627"
17714,"3,793972","14,086887","10,08","22,67","-3,62","8,84","0,483"
19617,"4,203574","14,932448","10,08","55,36","-69,45","8,61","0,465"
24093,"5,175841","5,314955","10,09","9,53","-1,37","7,3","0,111"
24104,"5,177769","15,279484","10,09","6,35","-47,47","8,16","0,533"
17481,"3,745793","20,748003","10,1","16,68","-44,35","8,7","0,394"
15960,"3,424158","8,427144","10,12","27,9","-26,36","9,5","0,537"
17892,"3,827272","22,533483","10,12","17,8",-45,"7,01","0,033"
14554,"3,131174","23,687926","10,13","35,43","-50,02","7,97","0,32"
25638,"5,476326","13,678979","10,13","10,32","-15,07","6,35","0,168"
17921,"3,831965","22,244151","10,14","23,88","-45,9","6,05","-0,006"
24197,"5,194879","16,045673","10,15","3,46","6,32","5,18","1,525"
25666,"5,481720","9,443546","10,16","14,15","-11,07","8,08","0,672"
28355,"5,991416","22,580769","10,16","-4,33","-5,15","10,46","1,9"
16155,"3,469707","4,152090","10,17","50,55","-33,25","8,69","0,533"
20281,"4,346966","9,224818","10,17","58,54","11,78","6,52","0,148"
25274,"5,405324","22,305634","10,18","-29,1","-10,19","8,8","0,525"
14439,"3,106579","13,187250","10,21","-3,31","-62,68","5,64","1,087"
16504,"3,540875","10,738183","10,21","64,49","67,21","8,51","0,531"
17944,"3,837005","16,000352","10,22","33,95","-0,93","8,55","0,41"
15737,"3,379234","20,742069","10,23","-49,22","-14,88","5,1","1,231"
24010,"5,161654","15,597232","10,24","-7,12","-16,14","4,81","0,313"
18266,"3,907731","21,389759","10,26","19,84","-41,69","10,96","0,737"
25286,"5,409199","9,170894","10,26","-39,63","10,49","8,52","0,432"
24477,"5,252927","8,432380","10,27","10,79","-39,06","7,25","0,368"
24007,"5,159632","24,325306","10,29","73,08","-180,69","10,3","0,991"
24030,"5,165822","5,557429","10,29","271,4","-70,78","9,71","0,52"
24234,"5,203220","24,279177","10,31","-8,04","-17,84","7,99","0,443"
20186,"4,326863","21,773491","10,32","29,77","-41,39","5,34","-0,107"
18449,"3,943361","6,710560","10,35","78,23","-56,14","7,85","0,352"
23139,"4,979140","17,987082","10,39","-34,26","-66,56","9,02","0,573"
25419,"5,437230","16,698295","10,4","19,46","-28,06","9,42","0,56"
13579,"2,915333","17,734755","10,41","44,58","-24,46","7,01","0,28"
19975,"4,283673","19,675685","10,42","3,48","-103,1","7,12","0,444"
22801,"4,904703","23,982916","10,43","-16,18","5,94","9,99","0,491"
26161,"5,577340","6,126870","10,43","8,78","-32,61","7,73","0,251"
27581,"5,841363","14,305608","10,44","4,42","-37,43","5,54","1,006"
19825,"4,250850","7,414266","10,46","-8,18","-22,51","8,37","0,529"
24533,"5,263694","18,638190","10,46","7,67","-8,57","9,2","0,501"
17238,"3,691569","13,523372","10,51",23,"-92,82","9,21","0,635"
24609,"5,278466","17,019998","10,53","-5,17","-13,01","8,12","0,37"
28537,"6,024462","23,140978","10,53","5,59","-1,85","9,68","0,102"
15288,"3,287563","10,142176","10,54","58,28","1,74","9,16","0,501"
26680,"5,669923","10,252689","10,54","-8,49","-28,52","7,92","0,407"
14751,"3,174373","15,990505","10,57","-3,48","48,03","7,9","0,343"
21090,"4,519703","14,689795","10,58","38,9","-0,49","8,17","0,502"
20457,"4,383032","9,403180","10,59","-61,82","65,87","8,03","0,777"
28139,"5,947070","11,521058","10,62","105,96","-56,71","5,89","1,111"
19763,"4,237490","18,894007","10,63","19,35","-11,38","8,14","0,374"
24315,"5,217616","24,396917","10,66","-5,13","-17,78","7,89","0,503"
26625,"5,659043","12,003876","10,66","19,2","-43,85","7,78","0,399"
25453,"5,444119","6,868658","10,68","9,64","-32,53","6,41","-0,023"
13974,"3,000169","7,102449","10,69","38,14","-93,58","9,64","0,644"
16813,"3,606762","20,067612","10,69","95,66","-50,3","7,47","0,502"
27924,"5,908963","11,763200","10,69","27,41","-41,71","6,59","0,029"
15206,"3,267535","11,628448","10,74","194,35","-14,44","8,01","0,608"
15870,"3,407255","20,803489","10,76","2,55","-9,84","6,07","-0,028"
19427,"4,160582","11,467403","10,76","-13,79",-43,"9,14","0,624"
22729,"4,889457","24,177362","10,78","11,88","-23,9","7,64","0,664"
19718,"4,225347","8,890289","10,81",3,"-27,38","6,52","0,155"
20273,"4,345557","8,408993","10,81","39,69","-143,91","8,95","0,83"
22176,"4,771341","18,734693","10,81","73,03","-69,79","5,99","1,221"
22458,"4,832270","9,489567","10,81","-32,87","-23,82","8,43","0,609"
15253,"3,279355","5,019476","10,82","25,64","-268,07","9,22","0,605"
23492,"5,050445","12,059408","10,82","-10,99","46,88","7,24","0,343"
16374,"3,515583","18,799418","10,83","131,32","-70,85","8,12","0,58"
13813,"2,963479","7,019396","10,87","-50,22","-30,86","9,06","0,614"
19093,"4,093544","19,955018","10,87","13,54","2,33","8,29","0,41"
27280,"5,781149","9,522343","10,88","-33,29","-64,54","5,78","0,888"
22851,"4,916312","11,942195","10,89","25,59","-27,99","9,62","0,552"
23977,"5,153490","11,495265","10,91","-5,98","-23,24","8,31","0,403"
18595,"3,978901","17,119018","10,93","28,82","-61,13","8,3","0,498"
18692,"4,004626","14,305905","10,93","54,46","-18,63","8,28","0,487"
13913,"2,986221","19,989837","10,94","51,89","-25,89","7,34","0,396"
25483,"5,449999","7,170285","10,94","8,53","-32,79","7,03","0,141"
16532,"3,548234","15,549809","10,98","28,1","58,45","8,52","0,2"
21477,"4,611935","3,514205",11,"73,23","-227,57","8,56","0,831"
20705,"4,435784","6,054536","11,01","30,71","-7,9","9,53","0,642"
16748,"3,591141","14,174846","11,04","-39,08","-78,47","9,87","0,58"
22013,"4,731667","22,944410","11,06","-1,12","-16,27","6,91","0,014"
20785,"4,452053","20,990885","11,09","10,22","-51,36","8,57","0,797"
16399,"3,519284","13,575851","11,11","4,91","-106,95","8,77","0,504"
21321,"4,576891","6,523676","11,11","112,23","-117,5","9,41","0,548"
22063,"4,745762","14,626802","11,12","11,98","-14,65","8,08","0,47"
14600,"3,141081","7,643021","11,13","-16,38","-19,14","7,01","0,279"
20104,"4,309605","5,717944","11,13","18,8","27,68","8,3","0,493"
26159,"5,576831","21,622263","11,13","15,65","-14,71","8,73","0,491"
16359,"3,512622","14,296161","11,14","34,39","28,18","8,67","0,636"
13914,"2,986868","21,340429","11,15","-13,04","-6,55","4,63","0,048"
25694,"5,487666","21,315895","11,17","9,43","-27,09","8,15","0,602"
18096,"3,868058","18,134833","11,19","69,95","-23,15","9,35","0,612"
21442,"4,604889","21,689208","11,19","61,76","-71,31","8,18","0,456"
17552,"3,758885","21,246693","11,21","19,02","-47,65","7,75","0,179"
19388,"4,152769","19,609217","11,21","107,44","-31,64","5,51","1,077"
15619,"3,351890","3,675620","11,23","56,05","-25,17","5,7","0,964"
18887,"4,049420","8,140066","11,24","-9,51","-7,55","7,36","0,353"
23423,"5,034012","16,190695","11,25","14,46","-21,2","8,73","0,509"
27828,"5,888610","22,072150","11,25","-75,3","-77,84","8,4","0,552"
21863,"4,701139","24,010764","11,26","-14,25","-7,15","7,19","0,484"
23807,"5,117064","16,827424","11,26","51,76","-55,69","8,46","0,488"
28348,"5,990138","17,814760","11,27","25,22","-86,96","7,92","0,531"
17878,"3,824380","12,912177","11,3","-34,22","42,34","9,64","0,682"
25813,"5,513070","5,948139","11,3","6,57","-32,45","4,2","-0,143"
13603,"2,921737","8,137661","11,33","0,51","17,11","9,13","0,544"
19696,"4,219711","16,766833","11,33","147,29","-45,69","9,15","0,64"
21226,"4,552743","4,970118","11,35","55,34","-73,65","8,74","0,512"
22773,"4,898789","15,931696","11,37","-6,11","-107,85","7,61","0,523"
14715,"3,168485","21,747143","11,4","29,57","-8,16","7,53","0,293"
19641,"4,208710","17,277460","11,42","49,14","-19,59","6,09","1,081"
18833,"4,037577","22,422309","11,47","-68,93","-50,78","7,82","0,456"
13757,"2,951476","7,653436","11,48","50,12","-10,89","8,8","0,528"
25245,"5,398301","11,083591","11,5","-15,51","3,81","7,56","0,504"
21953,"4,718430","20,629998","11,51","64,89","19,84","8,66","0,533"
22347,"4,811465","16,634276","11,55","24,76","-79,26","7,57","0,433"
24116,"5,179870","20,569175","11,56","41,16","-25,71","7,84","0,445"
22751,"4,894090","23,020273","11,62","65,74","-27,54","9,29","0,503"
20319,"4,352837","6,103544","11,64","669,26","-30,2","11,86","1,18"
24665,"5,292160","24,009677","11,64","-21,27","-76,28","6,85","1,061"
13593,"2,918936","3,486877","11,65","30,86","-10,35","6,91","0,309"
14054,"3,016051","5,287937","11,69","189,55","-95,1","8,16","0,914"
22712,"4,883624","11,267253","11,72","-14,32","-107,08","9,83","0,625"
16896,"3,622969","18,596885","11,73","142,33","-4,15","8,73","0,518"
18806,"4,029517","13,837334","11,74","-3,34","-88,8","8,28","0,543"
24031,"5,166176","8,173151","11,86","-47,6","-107,4","7,02","0,546"
15279,"3,285834","6,799888","11,88","48,41","-31,95","6,96","0,263"
15633,"3,355020","10,629790","11,88","-41,4","-19,6","8,42","0,593"
17148,"3,672656","21,405740","11,88","-31,62","6,78","7,16","0,311"
14132,"3,037661","18,329183","11,94","114,8","-62,11","9,6","0,655"
17763,"3,802942","21,329068","11,94","-6,77","-13,96","7,97","0,231"
20369,"4,361813","19,468545","11,96","-38,01","5,24","8,37","0,445"
24730,"5,303103","9,216458","11,97","6,33","-32,24","7,41","0,204"
27511,"5,825814","12,651324",12,"-21,63","-17,35","4,89","-0,068"
22828,"4,912437","4,773520","12,01","6,9","-38,31","7,9","0,541"
18909,"4,052830","18,668745","12,03","-2,04","-10,13",9,"0,647"
19575,"4,194469","5,323054","12,03","23,74","-15,09","7,83","0,461"
15134,"3,252127","16,303396","12,13","133,29","-78,41","8,83","0,67"
21078,"4,517800","6,791328","12,13","-67,19","-90,66","6,78",      
19449,"4,165046","4,323643","12,14","49,01","7,02","10,09","0,565"
22684,"4,878335","20,000608","12,14","72,14","-19,74","9,28","1,128"
26646,"5,663104","10,339170","12,16","-7,33","-29,46","8,62","0,463"
20171,"4,323916","21,142307","12,2","29,49","-42,73","5,5","-0,069"
15427,"3,313965","4,209599","12,22","5,29","19,19",9,"0,704"
22157,"4,767150","11,705591","12,24","67,48","-7,09","5,35","0,197"
24298,"5,214285","18,154921","12,29","-11,51","-46,91","8,51","0,88"
26828,"5,696320","22,870352","12,32","194,34","-125,43","7,92","0,495"
14098,"3,030720","16,518033","12,33","183,55","-59,25","8,24","0,504"
23810,"5,117311","16,820465","12,34","55,12","-55,52","10,3","0,821"
24971,"5,348118","9,724651","12,36","-1,23","34,73","6,62","0,155"
20410,"4,370338","4,337138","12,45","72,02","-192,55","11,94","1,344"
15961,"3,425265","17,142616","12,47","197,63","-65,59","9,43","0,7"
19175,"4,110386","19,152915","12,47","29,44","64,6","7,48","0,379"
20150,"4,319180","13,720609","12,47",11,"-10,77","7,75","0,458"
26936,"5,716403","5,498130","12,5","-14,66","-8,31","9,59","0,457"
24527,"5,262030","12,879306","12,54","149,58","-121,02","8,96","0,673"
14908,"3,206874","22,880583","12,61","-10,53","34,93","8,82","0,559"
17332,"3,709741","6,986693","12,62","178,93","-99,71","10,9","0,9"
21306,"4,573879","12,734210","12,62","22,2","-331,97","9,68","0,6"
18856,"4,042453","6,631134","12,63","-29,86","-6,48","10,67","0,922"
25073,"5,368327","7,089633","12,64","-37,72","2,1","7,73","0,438"
15904,"3,413989","12,256581","12,65","566,89","-493,05","10,76","0,571"
23854,"5,127365","23,278609","12,65","36,62","-11,76","9,09","0,512"
25814,"5,513174","8,398879","12,7","-16,1","55,69","8,05","0,628"
20041,"4,298208","17,399308","12,74","-4,62","-14,49","8,76","0,586"
18174,"3,886999","7,770497","12,75","59,26","-98,2","7,47","0,515"
21882,"4,704170","9,633820","12,76","36,17","-65,16","6,76","0,354"
27933,"5,910181","11,485473","12,76","36,97","-34,79","7,31","0,278"
19797,"4,243199","22,351182","12,84","425,56","-301,97","9,23","0,362"
18618,"3,983422","9,781687","12,85","95,92","-45,88","8,19","0,613"
19946,"4,277962","3,698898","12,89","7,42","-3,78","9,91","0,783"
20197,"4,329060","14,273670","12,93","80,17","-217,4","7,51","0,991"
14640,"3,152925","7,460419","13,02","-4,93","0,98","7,62","0,441"
13748,"2,949635","10,480956","13,09","94,63","-144,23","10,62","0,713"
13982,"3,001430","10,656014","13,11","139,87","-77,08","7,51","0,475"
16991,"3,642210","13,605963","13,11","-80,83","-84,18","8,93","0,575"
23795,"5,112720","6,421652","13,11","-44,69","-6,05","8,01","0,523"
27431,"5,808563","7,551313","13,11","12,93","-9,94","7,08","0,413"
19818,"4,249817","5,177635","13,12","80,24","-45,94","9,56","0,625"
14228,"3,057824","6,226691","13,18","-11,76","-54,7","6,72","0,342"
23710,"5,097051","13,286057","13,18","55,6","-103,29","7,86","0,844"
14261,"3,065215","5,242236","13,2","8,61","-190,59","11,54","1,3"
17174,"3,678055","18,100595","13,23","-83,83","-64,7","9,19","0,737"
20472,"4,388013","11,377922","13,23","25,85","-35,07","6,64",      
23486,"5,048746","5,188311","13,24","13,94","-202,31","10,72","0,9"
18481,"3,950477","6,039967","13,26","37,24","-67,99","6,09","0,058"
22446,"4,830008","23,395758","13,26","44,84","-48,52","8,5","0,623"
19961,"4,280235","5,618486","13,31","66,16","-75,73","12,19","1,391"
22362,"4,814200","5,544464","13,31","133,59","-107,63","10,57","0,96"
25205,"5,391963","5,323086","13,32","-30,42","16,63","6,34","0,123"
26231,"5,589014","13,284402","13,34","48,14","-60,88",8,"0,496"
21257,"4,560580","16,323339","13,36","14,41","-16,56","6,58","0,188"
16150,"3,469013","17,162702","13,38","18,66",-7,"11,76",      
17453,"3,741168","20,928737","13,39","26,61","-13,8","6,09","0,028"
25336,"5,418851","6,349702","13,42","-8,75","-13,28","1,64","-0,224"
17832,"3,815817","23,857135","13,44","46,92","-56,45","6,47","0,377"
16158,"3,470287","7,302220","13,46","-16,44","-83,87",8,"0,611"
28312,"5,982526","18,979864","13,5","47,82","-49,08","8,47","0,606"
21395,"4,592756","12,100483","13,51","40,14","-16,95","8,91","0,59"
24124,"5,181234","6,274419","13,51","-0,74","2,1","10,94","0,979"
16924,"3,629953","15,430552","13,52","22,43","-29,51","6,4","0,167"
24142,"5,184962","17,399233","13,53","30,74","-70,29","9,15","0,849"
22833,"4,913027","11,426006","13,54","-16,31","13,63","5,18","0,121"
22942,"4,936400","13,975413","13,56","107,2","-71,78","8,81","0,78"
25717,"5,490907","13,427551","13,56","-16,11","-8,18","8,19","0,463"
13855,"2,973270","19,229284","13,57","48,54","-60,45","8,78","0,652"
23896,"5,134718","7,898403","13,57","-30,88","-147,74","6,66","0,98"
17589,"3,767997","21,998472","13,58","-125,75","-139,38","9,46","0,676"
16479,"3,536678","3,876859","13,59","46,33","-79,44","8,3","0,418"
24663,"5,291987","20,131842","13,66","-14,34","-94,09","6,69","0,523"
16008,"3,435769","12,481788","13,68","-75,75","-32,47","8,46","0,584"
26729,"5,679543","9,265445","13,68","-53,23","-70,03","7,96","0,652"
28182,"5,954535","12,179269","13,72","19,44","-137,09","9,81","0,779"
15368,"3,302132","8,044260","13,76","58,94","-3,7","11,47","0,9"
23701,"5,094549","6,465177","13,78","66,03","4,23","9,86","0,947"
24283,"5,211669","23,893266","13,8","243,28","-131,05","10,32","0,88"
14152,"3,040947","22,373501","13,81","101,08","-31,7","7,92","0,506"
14676,"3,160096","5,202880","13,83","71,03","-28,47","7,99","0,58"
18555,"3,970962","7,605288","13,87","20,41","-3,47","7,75","0,546"
16663,"3,574037","6,038027","13,89","-15,18","-17,02","10,95","1,15"
15661,"3,361629","10,829897","13,94","22,55","-19,64","9,67","0,798"
14048,"3,014851","15,031170","13,98","-74,85","-74,23","7,31","0,553"
19120,"4,098709","15,498995","13,98","36,52","-37,98","8,15","0,564"
26129,"5,571554","11,988899","14,13","-21,72","15,16","9,1","0,661"
18761,"4,018552","4,541141","14,24","45,55","-61,93","8,77","0,53"
22889,"4,922976","5,636393","14,24","62,7","32,48","8,36","0,599"
26027,"5,552543","15,943719","14,25","31,64","-140,83","8,19","0,549"
21503,"4,618570","22,284253","14,29","201,54","-5,46","9,47","0,75"
26676,"5,669370","12,178103","14,3","271,77","-70,44","10,2","0,65"
16136,"3,465362","18,882333","14,32","13,54","-61,28","8,46","0,568"
16181,"3,474046","22,804006","14,44","0,02","-111,4","6,03","0,951"
19082,"4,090464","19,442162","14,56","123,06","-28,43","11,41","1,347"
19217,"4,119092","10,799686","14,57","28,56","-81,94","7,97","0,48"
16891,"3,622412","15,095407","14,67","-20,8","-61,89","8,24","0,534"
22850,"4,916212","19,485388","14,67","63,32","-28,41","6,36","0,292"
16083,"3,452820","9,732680","14,68","53,61","-38,12","3,73","-0,082"
17049,"3,654737","13,891495","14,68","12,57","-99,41","6,67","0,92"
28159,"5,950494","15,741365","14,69","89,55","-244,33","8,2","0,654"
15362,"3,301260","6,484326","14,7","72,71",-111,"8,8","0,702"
22972,"4,943263","23,295700","14,72","75,58","-105,55","7,51","0,516"
24059,"5,169558","13,548369","14,8","-64,01","-42,5","6,69","0,381"
14135,"3,037992","4,089734","14,82","-11,81","-78,76","2,54","1,63"
22782,"4,900847","17,026825","14,82","78,04","-0,66","7,22","0,536"
21091,"4,519743","11,244391","14,85","42,91","2,65","8,7","0,665"
28671,"6,054128","19,360743","14,86","666,6","-623,13","9,28","0,646"
17803,"3,810796","21,056622","14,91","105,89","-179,26","10,56","1,11"
17830,"3,815609","16,459486","14,94","-47,38","-103,84","7,22","0,432"
20601,"4,412007","4,699946","14,97","99,52","-1,15","8,93","0,758"
18625,"3,985951","22,988234","15,01","-15,95","-79,55","8,7","0,556"
21138,"4,531242","15,499484","15,11","100,76","-23,42","11,02","1,28"
15565,"3,342696","12,346597","15,14","136,66","12,12","7,34","0,468"
24728,"5,302943","5,994801","15,16","17,32","-84,03","11,64","1,146"
14075,"3,022969","6,249124","15,17","36,3","-89,8","8,82","0,741"
15249,"3,278508","15,657229","15,18","111,79","-200,82","8,76","0,67"
22021,"4,734367","12,991348","15,18","3,71","49,45","7,61","0,442"
17235,"3,691188","12,607919","15,26","45,86","-79,67","8,1","0,526"
20769,"4,450173","19,117651","15,26","95,44","-130,1","7,69","0,586"
20794,"4,456169","7,062489","15,28","33,45","-3,6","7,58","0,408"
15683,"3,367310","17,239970","15,33","168,25","-175,03","10,9","0,99"
26328,"5,607329","21,993108","15,35","-44,21","-84,81","6,88","0,501"
16930,"3,631241","5,641320","15,37","-30,72","16,99","7,78","0,574"
21403,"4,594446","19,968821","15,41","-9,3","-50,56","7,24","0,575"
15900,"3,413554","9,028870","15,42","-74,25","-80,31","3,61","0,887"
19971,"4,281944","4,542699","15,44","170,16","4,61","7,84","0,644"
25966,"5,539695","14,875156","15,48","96,22","-169,91","10,81","1,109"
15412,"3,311460","18,472875","15,52","38,53","-35,35","8,7","0,71"
16824,"3,608002","23,797292","15,66",53,"-103,72","8,62","0,669"
22253,"4,790608","23,050919","15,74","77,6","-42,56","10,69","1,112"
20482,"4,389681","19,658676","15,82","98,53","-32,57","9,39","0,908"
24822,"5,321278","22,096494","15,83","19,62","-81,08","4,96","0,937"
22792,"4,903594","23,998804","15,87","-45,54","-41,25","7,53","0,417"
14992,"3,220449","3,821107","15,89","273,22","-225,92","9,85","0,94"
19147,"4,103625","8,502886","15,89","23,39","109,21","7,76","0,462"
21741,"4,668290","23,304547","15,96","74,68","-38,05","9,4","0,811"
25435,"5,439741","3,856596","15,96","51,23","36,89","7,65","0,473"
18347,"3,922546","19,380886",16,"182,14","-105,11","8,88","0,608"
13589,"2,918026","21,595149","16,01","146,33","-99,03","8,66","0,66"
24289,"5,212581","4,321089","16,01","229,55","-81,68","10,57","0,8"
18719,"4,010983","20,380424","16,04","142,36","-76,67","8,66","0,705"
17722,"3,795276","10,500686","16,06","39,93","-43,88","9,46","0,681"
16739,"3,588669","5,725289","16,1","8,07","-37,04","12,16","1,288"
17684,"3,788095","23,726751","16,1","-34,04","-25,39","6,98","0,542"
23277,"5,008246","5,098969","16,18","34,41","-30,87","8,02","0,57"
14997,"3,221875","11,553611","16,3","26,46","-19,44","9,18","0,712"
25589,"5,469234","16,439017","16,44","-36,18","-53,96","6,85","0,666"
15453,"3,321674","11,455934","16,45","207,65","55,3","11,22",      
13801,"2,961878","23,962381","16,51","-25,05","-92,03","9,87","0,774"
27820,"5,886833","11,814226","16,53","12,71","-108,44","7,19","0,506"
24480,"5,253224","20,056090","16,54","64,67","-36,47","7,72","0,687"
19757,"4,235587","9,406708","16,56","110,12","-7,26","11,09","1,21"
28188,"5,957175","21,980851","16,57","15,49","-82,18",9,"0,47"
23662,"5,085148","6,130226","16,69","49,05","-4,87","7,69","0,509"
16723,"3,586155","5,714012","16,71","7,55","-34,75","7,48","0,515"
17032,"3,651238","9,652843","16,71","8,72","-31,46","9,07","0,7"
19157,"4,106361","14,402211","16,75","66,54","59,34","7,3","0,496"
21672,"4,652400","13,002983","16,77","-43,12","-64,17","7,2","0,429"
23312,"5,013579","4,733114","16,77","71,5","10,67","9,71","0,957"
20877,"4,473992","16,359672","16,78","8,12","17,79","4,96","1,137"
22509,"4,843534","8,900176","16,84","-0,87","-31,57","4,35","0,01"
23879,"5,131359","8,498429","16,84","34,96","-59,49","5,33","0,338"
23789,"5,111965","14,084778","16,9","-15,21","-121,23","7,3","0,559"
18700,"4,006219","10,787605","16,97","-15,67","-169,81","9,33","0,558"
19532,"4,184604","8,539482","17,01","34,13","-47,82","11,74","1,316"
22938,"4,935825","7,904696","17,02","-92,81","-42,94","6,42","0,415"
16760,"3,594157","12,039623","17,14","67,64","-340,47","10,49","0,93"
22566,"4,856449","15,433467","17,14","67,63","-17,21","7,9","0,527"
16548,"3,551474","4,958113","17,2","121,87","20,31","11,88","1,378"
22565,"4,856240","18,839861","17,27","79,66","-32,76","5,08","0,214"
18843,"4,040634","15,133955","17,28","16,45","28,53","9,57","0,697"
20827,"4,463066","14,417748","17,29","101,43",-20,"9,48","0,929"
26604,"5,654775","10,259854","17,29","1,98","-28,94","8,25","0,694"
